bookId,title,author,publisher,publicationYear,description,price,quantity,picture,categoryId
GD28,"Mật Ngữ Cuộc Đời ","
Doctor Stik ","NXB Tri Thức",2007,"MẬT NGỮ CUỘC ĐỜI: 26 mật ngữ giúp bạn chuyển hóa tâm thức và thay đổi vận mệnh
Có phải:

Bạn đang đau khổ vì vừa chia tay một mối tình; bạn lặn ngụp trong sự đổ vỡ; bạn mất kết nối với xung quanh; bạn dần đánh mất chính mình.

Bạn đang tự chỉ trích nội tâm một cách tiêu cực; bạn thường xuyên bị khước từ; bạn thấy bản thân không đủ giỏi; bạn thường thất vọng với bản thân mình.

Bạn đang phải đối mặt với nghịch cảnh và bế tắc trong cơn khủng hoảng hiện tại; bạn muốn sống sót và hướng tới sống tốt.

Bạn đã thấm thía sự thất bại, không muốn lãng mạn hóa sự thất bại; bạn cần tránh những thất bại kế tiếp.

Bạn đang bị thao túng tâm lý, đang trong mối quan hệ độc hại, bạn muốn thoát khỏi hoàn cảnh  hiện tại.

Bạn đang loay hoay với việc quản lý thời gian, vì mỗi ngày qua đi thời gian của bạn như bị đánh cắp và bạn chưa kịp làm gì.

Bạn mắc chứng bệnh trì hoãn gây nhiều phiền toái, bạn muốn thấu hiểu bản chất và cách vượt qua tính trì hoãn kinh niên này.

Bạn có những ước mơ quan trọng và gấp gáp mà không biết làm thế nào để ước mơ đó trở thành hiện thực sớm hơn v.v.

Thì cuốn sách “MẬT NGỮ CUỘC ĐỜI: 26 Mật ngữ giúp bạn Chuyển hóa Tâm thức và Thay đổi Vận mệnh”, sẽ giúp bạn nhanh chóng thấu hiểu được bản chất và quy luật của những điều bất toại nguyện, những nỗi đau, uẩn ức của tâm thức, những khó khăn và thất bại thường gặp. Đồng thời, cuốn sách trình bày các giải pháp Tâm yếu, giúp bạn tìm ra cho mình một lộ trình tối ưu nhất trên con đường mưu cầu cuộc sống. 

Cuốn sách có năng lượng rất lớn để giúp bạn nhận diện, chiêm nghiệm và chuyển hóa những bất toại nguyện trong cuộc sống và hướng tới một giai đoạn mới - giai đoạn của sự an nhiên, tự tại, của hạnh phúc và thịnh vượng. Cuốn sách này không chỉ dành cho những ai đang đi tìm những liều thuốc đặc trị cho chứng bệnh của mình, mà còn dành cho tất cả những người muốn trở nên tốt hơn. Ngoài ra, nếu bạn chưa có đủ thời gian để đọc, thì bạn chỉ cần mang theo cuốn sách này bên mình, năng lượng tích cực của nó cũng giúp bạn nhiều điều. ",848000,14,"img74.jpg",C09
GD29,"Nam Kỳ Qua Tân Văn Tuần Báo ","
Võ Hà ","NXB Tri Thức",2007,"“An Nam thiếu cái óc tương-trợ nhau trong sự kinh dinh lập nghiệp. Vì vậy nên ít có công cuộc gì lớn lao phát hiện được! Có chăng sở dĩ cũng là do nơi nghị lực tài sức của một người làm ra chớ không phải là nơi sự hội-hiệp nhau hay ở nơi tình đoàn thể gì. Như vậy nên những công cuộc lớn lao có tánh cách xã-hội như Bịnh-viện Saigon đây lại còn đáng tưởng lệ, để dốc sức nhơn tài trong nước”.

“Bệnh viện của An-nam - Clinique de Saigon của bác-sĩ Lê Hung Long”
X.Y.Z

[...]

“Âm nhạc là triệu chứng của vận mạng một nước, tiêu biểu cho quốc hôn, quốc túy, có cái dẫn dụ lực hoán cải nhơn tâm thế đạo. Các nhà hiển-triết xưa nay đều công nhận như thế. Lóng tai nghe âm-nhạc của nước nào ta có thể đoán biết cảnh thể suy vong, hay cường thạnh của nước ấy”.

“Luận về âm nhạc nước nhà”
Trần Quang Quờn ",848000,14,"img74.jpg",C09
GD30,"Dốc Hết Trái Tim - Cách Starbucks Xây Dựng Công Ty Bằng Từng Tách Cà Phê ","
Howard Schultz; Joanne Gordon ","NXB Tri Thức",2007,"Dốc Hết Trái Tim là một quyển sách hay dành cho doanh nhân và mọi giám đốc hay lãnh đạo công ty. Tác giả đồng thời là người sáng lập của thương hiệu Starbucks, chia sẻ câu chuyện đầy cảm hứng về cuộc đời của ông từ khi còn đi học đến khi trở thành CEO của một thương hiệu nổi tiếng trên toàn thế giới. Độc giả sẽ tìm thấy nơi đây bài học về quản trị rất tuyệt vời, mà giá trị của nó vẫn còn vững vàng trong hiện tại. Những kinh nghiệm của tác giả về xây dựng một công ty có trách nhiệm xã hội đối với nhân viên, với cộng đồng và đối với môi trường sẽ cuốn hút lan truyền cảm hứng đến độc giả để họ áp dụng nó vào cuộc sống và công việc kinh doanh của mình.Thành công của Công ty Cà phê Starbucks là một trong những câu chuyện kỳ diệu nhất về kinh doanh trong suốt nhiều thập kỷ. Một cửa hàng nhỏ ven sông ở Seattle rốt cuộc lại lớn mạnh và phát triển nên hơn một ngàn sáu trăm cửa hàng trên khắp thế giới và mỗi ngày lại có thêm một cửa hàng mới mọc lên. Tuyệt vời hơn cả, Starbucks đã thành công trong việc giữ vững cam kết về chất lượng sản phẩm ưu việt và mang lại những gì tốt đẹp nhất cho nhân viên của mình.

Trong Dốc hết trái tim, CEO Howard Schultz chỉ ra các nguyên tắc định hình nên hiện tượng Starbucks, chia sẻ những tri thức mà ông đúc kết được từ cuộc hành trình biến cà phê ngon thành một phần tất yếu của trải nghiệm Mỹ. Các nhà tiếp thị, các nhà quản lý, và các doanh nhân sẽ khám phá ra cách biến lòng đam mê thành lợi nhuận trong cuốn biên niên ký của một công ty ""đã làm thay đổi mọi thứ... từ khẩu vị của chúng ta, ngôn ngữ của chúng ta cho đến bộ mặt của toàn khu Main Street"". ",848000,14,"img74.jpg",C09
GD31,"Kỹ Thuật AI - Xây Dựng Ứng Dụng Với Mô Hình Nền Tảng ","
Huyền Chip ","NXB Tri Thức",2007,"Kỹ thuật AI - Xây dựng ứng dụng với Mô hình Nền tảng (AI Engineering: Building Applications with Foundation Models)
Cuốn sách Kỹ thuật AI - Xây dựng ứng dụng với Mô hình Nền tảng của tác giả Huyền Chip (Chip Huyen) là tài liệu chuyên sâu và toàn diện đầu tiên tập trung vào lĩnh vực AI Engineering (Kỹ thuật Trí tuệ Nhân tạo) trong kỷ nguyên của các Mô hình Nền tảng (Foundation Models) và AI Tạo sinh (Generative AI).

Trong bối cảnh AI đang bùng nổ, việc xây dựng các ứng dụng AI thành công không chỉ dừng lại ở việc phát triển mô hình. Cuốn sách này lấp đầy khoảng trống kiến thức quan trọng đó bằng cách đi sâu vào:

Các thách thức thực tế: Phân tích những rủi ro và thất bại tiềm ẩn khi làm việc với các mô hình nền tảng như LLMs (mô hình ngôn ngữ lớn), bao gồm hiện tượng ""ảo giác"" (hallucinations) và tính không nhất quán.

Kỹ thuật triển khai cốt lõi: Cung cấp các phương pháp, kiến trúc và quy trình thực tiễn để xây dựng, tối ưu hóa và vận hành các hệ thống AI sử dụng mô hình nền tảng một cách hiệu quả, có khả năng mở rộng và bền vững trong môi trường sản xuất (Production).

Đạo đức và Trách nhiệm: Đặt ra các vấn đề quan trọng về đạo đức, tính công bằng và bảo mật dữ liệu, giúp độc giả triển khai AI một cách có trách nhiệm và minh bạch.

Tác giả Huyền Chip là một chuyên gia hàng đầu, từng làm việc tại NVIDIA, Netflix, và Stanford, mang đến góc nhìn sâu sắc và kinh nghiệm thực chiến từ Thung lũng Silicon. ",848000,14,"img74.jpg",C09
GD32,"Biến Thương Hiệu Thành Tiền - Bí Quyết Chiến Thắng Mọi Thị Trường ","
Michelle G. ","NXB Tri Thức",2007,"Một cuốn sách giúp doanh nghiệp xây thương hiệu từ A-Z và quan trọng nhất: Biến thương hiệu thành doanh thu thật.

Sách có đủ khung chiến lược, cách chọn thị trường ngách, tìm insight, tạo Big Idea, xây nhận diện, truyền thông và lập ngân sách - giống như một “sổ tay vận hành thương hiệu” dành cho SME.

Điểm nổi bật của cuốn sách Hoa Hậu Ngách
Dễ hiểu - dễ áp dụng - làm được ngay.
Có quy trình rõ ràng, checklist và “Sổ kế hoạch thương hiệu”.
Có tặng kèm 3 tháng công cụ AI đo lường thương hiệu.
Có tặng khóa học 3 tháng “Kế hoạch thương hiệu”.
Giúp cá nhân/doanh nghiệp tự làm thương hiệu mà không lệ thuộc agency.
Lợi ích cụ thể độc giả nhận được

Biết chọn đúng thị trường ngách để không cạnh tranh mệt mỏi.
Biết tạo thông điệp - Big Idea đúng insight khách hàng.
Biết cách lập ngân sách truyền thông, phân bổ kênh, tránh lãng phí.
Biết cách xây bộ nhận diện thương hiệu đúng chuẩn.
Có ngay bản kế hoạch thương hiệu 1 năm theo mẫu.
Đối tượng của cuốn sách Hoa Hậu Ngách
Chủ doanh nghiệp, chủ shop, startup muốn làm thương hiệu bài bản để tăng doanh thu.
Marketing/Brand/Truyền thông muốn có bộ khung rõ ràng để xây chiến lược.
Agency - Designer - Freelancer muốn nâng tầm dịch vụ.
- Người kinh doanh online cần xây thương hiệu để bán dễ hơn – lời hơn. ",848000,14,"img74.jpg",C09
GD33,"Làm Ít Được Nhiều - Bài Học Từ Những Người Làm Việc Hiệu Quả Nhất
 ","
Morten T. Hansen ","NXB Tri Thức",2007,"Dựa trên một công trình nghiên cứu đột phá và toàn diện, đồng tác giả của ""Vĩ đại do lựa chọn"" tiết lộ 7 thói quen giúp nâng cao hiệu suất làm việc một cách vượt trội.

Vì sao một số người lại làm việc hiệu quả hơn người khác? Câu hỏi tưởng chừng đơn giản này vẫn luôn khiến giới chuyên môn ở mọi lĩnh vực trăn trở. Giờ đây, sau năm năm nghiên cứu hơn 5.000 nhà quản lý và nhân viên, Morten T. Hansen đã tìm ra câu trả lời. Ông đã đúc kết nên 7 thói quen làm việc thông minh, các nguyên tắc mà những ai mong muốn tối ưu hóa thời gian và nâng cao hiệu suất cá nhân đều có thể áp dụng được.

Mỗi thói quen do Hansen đề xuất đều được minh họa bằng những câu chuyện truyền cảm hứng từ chính các nhân vật có thật trong nghiên cứu. Bạn sẽ gặp một hiệu trưởng trung học đã xoay chuyển tình thế của ngôi trường đang bên bờ đóng cửa; một người nông dân ở vùng quê Ấn Độ quyết tâm mang lại cuộc sống tốt hơn cho phụ nữ trong làng; và một đầu bếp sushi, người đã đưa nhà hàng nhỏ nằm dưới ga tàu điện ngầm Tokyo của mình đạt ba sao Michelin danh giá nhờ cách chế biến tinh tế. Hansen cũng dẫn lại những ví dụ lịch sử minh họa cho việc áp dụng bảy thói quen này, từ quá trình thực hiện bộ phim Kẻ tâm thần của Alfred Hitchcock đến cuộc đua chinh phục điểm cực Nam địa lý vào năm 1911. ",848000,14,"img74.jpg",C09
GD34,"Apple Hậu Steve Jobs ","
Tripp Mickle ","NXB Tri Thức",2007,"Apple hậu Steve Jobs là cuốn sách phi hư cấu sâu sắc, được xây dựng từ hơn 200 cuộc phỏng vấn với các lãnh đạo cấp cao của Apple, các cộng sự thân cận, đối thủ và nhân vật có ảnh hưởng trong ngành công nghệ, cùng quá trình điều tra kéo dài 5 năm của nhà báo Tripp Mickle - cây bút công nghệ chủ lực của The Wall Street Journal.

Cuốn sách mở ra bức tranh toàn cảnh về Apple trong thập kỷ hậu Jobs: một công ty từng vận hành bởi tinh thần nghệ sĩ - với linh hồn sáng tạo Jony Ive và tầm nhìn táo bạo của Steve Jobs - giờ chuyển mình thành cỗ máy lợi nhuận lạnh lùng dưới bàn tay quản lý thực dụng của Tim Cook. Giữa dòng chuyển giao đó là xung đột văn hóa, khủng hoảng sáng tạo, những cuộc đấu quyền lực thầm lặng, và sự biến đổi sâu sắc trong bản sắc công ty.

“Apple hậu Steve Jobs” không chỉ kể lại hành trình của một thương hiệu - mà là một nghiên cứu sâu sắc về vai trò của cá nhân trong định hình văn hóa doanh nghiệp, sự mài mòn của tinh thần sáng tạo trước áp lực lợi nhuận, và câu hỏi nhức nhối mà nhiều công ty công nghệ đối mặt: làm thế nào để duy trì đổi mới khi người sáng lập vắng bóng?

Tripp Mickle không ngần ngại phơi bày những góc khuất đằng sau các buổi ra mắt sản phẩm hào nhoáng, phân tích sự khác biệt bản chất giữa Jobs và Cook, đồng thời đưa độc giả đi sâu vào nội tâm của những nhân vật đứng sau hậu trường Apple. Từ sự ra đi của Jony Ive cho đến quyết định chiến lược đưa Apple tiến vào lĩnh vực dịch vụ và nội dung số, từng chương sách hé lộ những chọn lựa then chốt định hình đế chế nghìn tỉ đô hiện nay.

Với lối viết sắc sảo, khách quan và giàu thông tin, cuốn sách là tài liệu không thể thiếu cho những ai quan tâm tới quản trị, chiến lược kinh doanh, đổi mới sáng tạo, cũng như câu chuyện mang tính biểu tượng về một trong những công ty ảnh hưởng nhất thế giới hiện đại. ",848000,14,"img74.jpg",C09
GD35,"Triết Lý Làm Giàu Của Người Do Thái ","
Nhậm Học Minh ","NXB Tri Thức",2007,"Tư tưởng của người Do Thái không bị ràng buộc bởi những quy định cứng nhắc, họ có thể nghĩ tới những điều người khác không dám nghĩ, làm những điều người khác chưa dám làm. Khi đối diện với một vấn đề nan giải, người Do Thái luôn vận dụng tư duy sáng tạo và lối suy nghĩ phá cách của mình để mở ra cánh cửa thành công, từ đó bước chân vào con đường làm giàu.

Triết lý làm giàu của người Do Thái sẽ đưa chúng ta vào cuộc phiêu lưu tìm hiểu nguyên do vì sao người Do Thái có thể làm giàu bền vững và gặt hái được những thành tựu đáng nể đến vậy. 

""… Chúng ta có thể kiểm soát được tiền bạc nhưng không thể kiểm soát thời gian. Không ai có thể nắm giữ được thời gian, nó không thể tăng lên mà chỉ có thể bớt đi. Hơn nữa, chúng ta có thể tích trữ tiền nhưng không thể tích trữ thời gian. Tiền có thể đi vay, nhưng thời gian thì không. Vì thế, người Do Thái cho rằng thời gian quan trọng hơn tiền bạc rất nhiều.”

Châm ngôn làm giàu của người Do Thái:

""… Không ai có thể cướp đi được tri thức của bạn, đó là thứ thực sự thuộc về bản thân bạn, tiền bạc sẽ đến lúc dùng hết, còn tri thức lại có thể giúp tạo ra tiền.”

""… Chỉ khi tiền nằm trong trạng thái luân chuyển thì mới có thể sinh ra tiền.” ",848000,14,"img74.jpg",C09
GD36,"Lãnh Đạo Khôn Ngoan
 ","
Manfred F. R. Kets De Vries ","NXB Tri Thức",2007,"Cuộc cách mạng dữ liệu và thông tin đã khiến nhiều nhà lãnh đạo doanh nghiệp tập trung hoàn toàn vào các con số, thống kê và bảng tính do tổ chức của họ thu thập và tổng hợp. Thật không may, điều đó đi kèm với sự thiếu quan tâm đến yếu tố con người trong công tác quản lý, làm giảm khả năng truyền động lực và truyền cảm hứng của một số nhà lãnh đạo trước đội ngũ của họ.Trong Lãnh đạo khôn ngoan: Bản lĩnh vững vàng giữa ngàn biến động, giáo sư quản lý doanh nghiệp, nhà phân tâm học và chuyên gia khai vấn cho các lãnh đạo cấp cao Manfred Kets de Vries thách thức lối tư duy quá chú trọng vào số liệu và hướng sự tập trung của các nhà lãnh đạo trở lại những yếu tố thật sự quan trọng: con người và đạo đức.

Bạn sẽ học được cách lãnh đạo bằng sự khôn ngoan qua những hiểu biết sâu sắc về các đặc điểm và phẩm chất tạo nên một nhà lãnh đạo xuất sắc được trình bày trong quyển sách này, bao gồm sự khiêm tốn, khả năng phán đoán, sự đồng cảm, lòng trắc ẩn và tầm nhìn thấu thị.

Tác giả cũng chia sẻ những câu chuyện và giai thoại từ nhiều nền văn hóa và truyền thống tâm linh, giúp ta hiểu rõ hơn về những lựa chọn hằng ngày mà mình đưa ra trong vai trò lãnh đạo hay thành viên của các công ty. Không chỉ vậy, tác giả còn đi sâu vào cách đối mặt với những động cơ tiêu cực nhưng rất “con người” như sự đố kỵ và lòng tham, đồng thời hướng dẫn cách thực hành và áp dụng Nguyên tắc Vàng trong công việc.

Qua quyển sách này, bạn sẽ hiểu ra bản chất của lòng can đảm, biết lựa chọn trận chiến của mình một cách khôn ngoan để tập trung năng lượng cho những việc quan trọng, phát triển khả năng thật sự lắng nghe đồng nghiệp, bạn bè, gia đình và những người ủng hộ bạn. Cuối cùng, bạn sẽ học được các chiến lược để tìm kiếm và nuôi dưỡng hạnh phúc và sự viên mãn trong công việc và trong cách bạn lãnh đạo. ",848000,14,"img74.jpg",C09
GD37,"Brand Flow - Chạm - Chảy - Lan Tỏa - Tư Duy Của Nước Trong Xây Dựng Thương Hiệu ","
An Đặng ","NXB Tri Thức",2007,"Cuốn sách Brand Flow của tác giả Đặng Thị Hoài An đề xuất một triết lý xây dựng thương hiệu mới, linh hoạt và bền vững, nhằm thay thế tư duy marketing truyền thống đã không còn phù hợp trong bối cảnh hiện đại. Triết lý này ví thương hiệu như nước, không cần ""gồng"" để nổi bật mà chỉ cần chảy đúng dòng để ở lại lâu.

Có 3 luận điểm đột phá từ cuốn sách Brand Flow

1. Chuyển từ ""Positioning"" (Định vị) sang ""Motion"" (Dẫn dắt cảm xúc)

Tư duy cũ: Định vị thương hiệu là tìm ""chỗ đứng"" trong tâm trí người tiêu dùng.
Brand Flow: Mục tiêu là giúp người tiêu dùng chuyển hóa cảm xúc để giải phóng khỏi những căng thẳng đời thường. Thương hiệu không chỉ bán sản phẩm, mà còn mang lại cảm giác nhẹ nhàng, được thấu hiểu.
2. Chuyển từ ""Insight"" (Thấu hiểu lý do) sang ""Tension"" (Giải phóng mâu thuẫn)

Tư duy cũ: Khai mở Insight ẩn sau hành vi mua hàng để thuyết phục khách hàng.
Brand Flow: Tập trung vào việc giải phóng Tension - những mâu thuẫn nội tâm, lo âu trong cuộc sống của khách hàng. Con người không tìm mua sản phẩm, họ tìm giải pháp để sống nhẹ nhàng hơn.
3. Chuyển từ ""Communication"" (Truyền thông) sang ""Connection"" (Kết nối)

Tư duy cũ: Thương hiệu là người nói, truyền tải thông điệp về mình.
Brand Flow: Khơi thông tâm tư để người tiêu dùng nói thay thương hiệu. Mối quan hệ giữa thương hiệu và khách hàng là một dòng chảy cảm xúc liên tục, không phải là những chiến dịch quảng cáo rời rạc.
Cuốn sách khẳng định rằng, trong một thế giới mà niềm tin không còn dễ dàng có được, Brand Flow mở ra một cách tiếp cận khác: ít xoay quanh chiến thắng, nhiều tập trung vào sự sống còn. Nó không hứa hẹn sự tăng trưởng thần tốc, mà tập trung vào việc nuôi dưỡng mối quan hệ bền chặt với khách hàng thông qua sự đồng hành và thấu cảm.

Brand Flow là một lời kêu gọi các thương hiệu hãy từ bỏ việc kiểm soát hành trình khách hàng để trở thành một người bạn đồng hành chân thật trong dòng chảy cuộc sống của họ.

Đối tượng của cuốn sách:

Chuyên gia Marketing & Thương hiệu: Giám đốc marketing, quản lý thương hiệu và những người làm trong ngành đang tìm kiếm tư duy mới, khác biệt.
Chủ doanh nghiệp & Founder Start-up: Các nhà lãnh đạo muốn xây dựng một thương hiệu có chiều sâu, bền vững thay vì chạy theo các xu hướng ngắn hạn.
Những người quan tâm đến sáng tạo & kinh doanh: Sinh viên và người yêu thích tìm hiểu về sự giao thoa giữa kinh doanh, tâm lý học và sáng tạo. ",848000,14,"img74.jpg",C09
GD38,"Xây Dựng Câu Chuyện Thương Hiệu ","
Donald Miller ","NXB Tri Thức",2007,"Giới thiệu sách Xây Dựng Câu Chuyện Thương Hiệu
Hầu hết các công ty đang lãng phí một khoản tiền khổng lồ vào tiếp thị. Liệu có ai làm kinh doanh mà chưa từng trải qua cảm giác điên đầu khi ném những đồng tiền quý báu vào một chiến dịch tiếp thị thất bại? Chúng ta đã sai sót ở đâu? Có phải sản phẩm của ta không thực sự tốt? Chúng ta đã tiếp cận đúng khách hàng mục tiêu, sử dụng đúng kênh truyền thông hay chưa?

Hãy thay đổi cách giao tiếp với công chúng, với những vị khách hàng tiềm năng của bạn! Donald Miller, một chuyên gia xây dựng thương hiệu, giám đốc điều hành của StoryBrand đã lý giải được nguyên nhân thất bại của các doanh nghiệp. Hãy quên đi các chiến dịch marketing tiền tỷ với những mục tiêu “trên trời”, và tập trung vào cải thiện ngay lập tức cách mà bạn đang “trò chuyện” với khách hàng! Miller tạo ra một khung làm việc chuẩn xác, cơ bản nhưng hiệu quả, để trợ giúp hàng ngàn công ty tiếp cận với khách hàng tốt hơn và thu được kết quả thực tiễn.

Cuốn sách “Xây dựng câu chuyện thương hiệu” của Donald Miller giúp bạn tồn tại trong một thế giới ồn ã, nhiễu loạn thông tin. Khi câu chuyện bạn kể đủ rõ ràng và hấp dẫn, bạn sẽ chạm được đến trái tim khách hàng, thôi thúc họ hành động và tin tưởng bạn - với chi phí tiết kiệm nhất. Và tác phẩm này hướng dẫn bạn công thức đơn giản nhất để làm được điều đó, thông qua những ví dụ sinh động và sát thực.

Bậc thầy tiếp thị Seth Godin đã khen ngợi tác phẩm: ""Đây là một cuốn sách chuyên sâu được xây dựng với mục đích sáng tỏ, tiếp thêm sinh lực và biến đổi doanh nghiệp của bạn. Donald Miller đã đưa ra một cách thức cụ thể, chi tiết và hữu ích nhằm thay đổi cách bạn truyền đạt về công việc của mình"". ",848000,14,"img74.jpg",C09
GD39,"Giữ Người Bằng Tâm - Dẫn Dắt Bằng Tầm ","
Russ Laraway ","NXB Tri Thức",2007,"Những gì giúp bạn thành công với tư cách là một cá nhân KHÔNG GIÚP bạn thành công với tư cách là một quản lý.

Sự thật là: Phần lớn những người được thăng chức lên làm quản lý chưa bao giờ được dạy cách quản lý đội nhóm bài bản. Họ thường phải tự mò mẫm, hoặc tự vượt qua khó khăn để đúc rút kinh nghiệm. Họ vừa dẫn dắt một đội nhóm đạt chỉ tiêu do công ty đề ra, vừa phải tìm cách củng cố vị trí của mình bằng năng lực. Vì vậy, không ít người đã rơi vào vòng xoáy của căng thẳng, kiệt sức và mang tiếng “ác”, dù đã nỗ lực hết mình.

Có tồn tại công thức quản lý thực chiến và dễ áp dụng cho những người “quản lý cấp trung” như vậy?

Câu trả lời sẽ được Russ Laraway - nguyên lãnh đạo cấp cao tại Google, Twitter giải đáp trong cuốn sách Giữ người bằng tâm, dẫn dắt bằng tầm. Khi bạn nắm vững ba yếu tố: Định hướng - Huấn luyện - Sự nghiệp, bạn sẽ tạo được đội ngũ gắn kết, hiệu quả và bền vững. Cuốn sách này sẽ cung cấp những hướng dẫn cụ thể để bạn có thể trở thành người lãnh đạo khiến người khác muốn đi cùng lâu dài - người vừa tạo kết quả, vừa xây dựng con người. ",848000,14,"img74.jpg",C09
GD41,"Tăng Trưởng Phi Tuyến Tính - Sự Trỗi Dậy Của Geely ","
Xiaobo Wu, Jian Du, Sihan Li ","NXB Tri Thức",2007,"Khám phá chiến lược tăng trưởng đột phá của Geely - từ kẻ đi sau trở thành tập đoàn ô tô toàn cầu

“Tăng Trưởng Phi Tuyến Tính” tái hiện hành trình ngoạn mục của Geely, tập đoàn ô tô tư nhân Trung Quốc, từ vị thế yếu thế trở thành một trong những cái tên hàng đầu trong Fortune Global 500.

Thay vì phát triển theo lộ trình tuyến tính truyền thống, Geely chọn con đường phi tuyến tính: mạnh dạn mua lại Volvo, Proton, Lotus, đồng thời áp dụng triệt để chiến lược đổi mới thứ cấp và học hỏi tổ chức.

Cuốn sách phân tích cách Geely vừa duy trì trạng thái cân bằng để phát triển, vừa chủ động phá vỡ nó để tạo cú hích mới, từ đó chứng minh rằng: xuất phát điểm thấp không phải rào cản nếu doanh nghiệp dám đi con đường khác biệt.

Điểm nổi bật của Tăng Trưởng Phi Tuyến Tính
Giới thiệu mô hình tăng trưởng phi tuyến tính - chiến lược thay thế cho lộ trình tuần tự, mở ra đột phá mới trong kinh doanh.
Phân tích case study Geely: từ thương vụ mua lại Volvo, Proton, Lotus đến hành trình mở rộng toàn cầu.
Nguyên lý học hỏi toàn diện nhưng không lệ thuộc: tiếp thu tinh hoa quốc tế, tùy biến để phù hợp mục tiêu riêng.
Bài học thực tiễn trong quản trị M&A quốc tế: xử lý khác biệt văn hóa, quản trị nhân sự, đồng sáng tạo.
Truyền cảm hứng cho doanh nghiệp mới nổi: dù khởi đầu muộn vẫn có thể bứt phá nếu dám liều lĩnh và kiên định. ",848000,14,"img74.jpg",C09
GD42,"Sự Thịnh Vượng Của Các Quốc Gia ","
Adam Smith ","NXB Tri Thức",2007,"Với lời giới thiệu của Đinh Tuấn Minh và Nghiêm Thị Thà

Khảo luận về bản chất và nguyên nhân của sự thịnh vượng của các quốc gia thường được biết đến với tên gọi tắt Sự thịnh vượng của các quốc gia là tác phẩm quan trọng nhất của Adam Smith, được xuất bản năm 1776.

Trong bối cảnh Cuộc cách mạng công nghiệp lần thứ nhất đang bắt đầu diễn ra và phong trào Khai sáng ở châu Âu đang ở độ cao trào, Adam Smith đã có những nhận thức sâu sắc và độc đáo về thời cuộc, khát khao một xã hội tốt đẹp, một quốc gia thịnh vượng, và đã đưa những nhận thức này vào tác phẩm của mình.

Khi viết cuốn sách này, Adam Smith nhắm tới ba mục tiêu: đả phá những tư tưởng kinh tế lỗi thời của trường phái trọng thương; thuyết phục giới tinh hoa chấp nhận triết lý xã hội và phương thức hoạt động kinh tế mới mà ông đã dày công nghiên cứu; thuyết phục giới vua chúa quý tộc cải cách guồng máy nhà nước và đi theo con đường cải cách phù hợp với thời đại. Ông đã triển khai những mục tiêu này bằng một giọng văn dễ hiểu nhất có thể, khiến cuốn sách không hề là một bản phân tích khô khan về kinh tế, mà trở thành một bức tranh sống động về xã hội loài người. Adam Smith đã khéo léo đan xen những quan sát sắc sảo về bản chất con người với những lý thuyết kinh tế đột phá, tạo nên một tác phẩm có sức nặng về mặt lý thuyết nhưng vẫn không kém phần hấp dẫn.

Một trong những đóng góp quan trọng nhất của Smith là khái niệm ""bàn tay vô hình"" - một ẩn dụ mạnh mẽ mô tả cách thị trường tự điều chỉnh thông qua cung và cầu. Ông lập luận rằng khi các cá nhân theo đuổi lợi ích riêng của mình, họ vô tình thúc đẩy lợi ích chung của xã hội. Ý tưởng này đã trở thành nền tảng cho tự do kinh tế và vẫn còn thu hút vô số các cuộc tranh luận đến tận ngày nay. Adam Smith cũng đưa ra những phân tích tiên phong về phân công lao động, chỉ ra rằng việc chuyên môn hóa có thể làm tăng đáng kể năng suấtCuốn sách còn đề cập đến nhiều vấn đề kinh tế quan trọng khác như bản chất của giá trị và giá cả, vai trò của tiền tệ, lý thuyết về tích lũy vốn, và lợi ích của thương mại tự do giữa các quốc gia. Adam Smith lập luận rằng sự thịnh vượng của một quốc gia không phụ thuộc vào lượng vàng bạc tích trữ như quan điểm trọng thương phổ biến thời đó, mà vào khả năng sản xuất hàng hóa và dịch vụ của nó. ",848000,14,"img74.jpg",C09
